Num#Titre#Auteur#Editeur#Année parution#Genre#Possession#exemplaires#Lu#Collection#Tome#Nb de Tomes#Appréciation#Notes perso.#à acheter#Prêté#Prêté à#Date du prêt#Date Acquisition#Prix#Mots clés#N° ISBN#Nb pages
42#Dragons d'une flamme d’été #Margaret Weis & Tracy Hickman#Fleuve noir#1997#Fantasy#Oui#1#Oui#Lancedragon#42##Passionnant##Non#Non###28/03/2014 00:00:00###9782265062467#438
43#La Séquence des défenseurs de la magie, tome 1 : La Nuit des trois lunes#Mary Kirchoff#Fleuve noir#2002#Fantasy#Oui#1#Oui#Lancedragon#43##Très bien##Non#Non###28/03/2014 00:00:00###9782265072817#252
44#Les yeux de pierre#Mary Kirchoff#Fleuve noir#2002#Fantasy#Oui#1#Oui#Lancedragon#44##Très bien##Non#Non###28/03/2014 00:00:00###9782265072800#254
45#La septième sentinelle#Mary Kirchoff#Fleuve noir#2002#Fantasy#Oui#1#Oui#Lancedragon#45##Très bien##Non#Non###28/03/2014 00:00:00###9782265072794#252
46#Tempête sur Thorbardin#Douglas Niles#Fleuve noir#2002#Fantasy#Oui#1#Oui#Lancedragon#46##Très bien##Non#Non###28/03/2014 00:00:00###9782265072787#253
47#La Dame en blanc aux yeux de cendres#Linda P. Baker#Fleuve noir#2002#Fantasy#Oui#1#Oui#Lancedragon#47##Très bien##Non#Non###28/03/2014 00:00:00###9782265073418#254
48#La Guerre du chaos, tome 3 : Le Roi de paille#Douglas Niles#Fleuve noir#2002#Fantasy#Oui#1#Oui#Lancedragon#48##Très bien##Non#Non###28/03/2014 00:00:00###9782265073500#255
49#Les Chroniques Tome 5 : Deuxième Génération#Margaret Weis & Tracy Hickman#Fleuve noir#1999#Fantasy#Oui#1#Oui#Lancedragon#49##Passionnant##Non#Non###28/03/2014 00:00:00###9782265067318#355
50#Ame bien trempée#Margaret Weis & Tracy Hickman#Fleuve noir#1999#Fantasy#Oui#1#Oui#Lancedragon#50##Très bien##Non#Non###28/03/2014 00:00:00###9782265067851#
51#Les Frères d'armes#Margaret Weis & Tracy Hickman#Fleuve noir#2000#Fantasy#Oui#1#Oui#Lancedragon#51##Très bien##Non#Non###28/03/2014 00:00:00###9782265068957#401
52#La Trilogie des avatars, tome 1 : Valombre#Richard Awlinson#Fleuve noir#1994#Fantasy#Oui#1#Oui#Les royaumes oubliés#1##Passionnant##Non#Non###28/03/2014 00:00:00###9782265077355#248
53#La Trilogie des avatars, tome 2 : Tantras#Richard Awlinson#Fleuve noir#1994#Fantasy#Oui#1#Oui#Les royaumes oubliés#2##Passionnant##Non#Non###28/03/2014 00:00:00###9782265076648#247
54#La séquence des Avatars Tome 3 : Eau Profonde#Richard Awlinson#Fleuve noir#1994#Fantasy#Oui#1#Oui#Les royaumes oubliés#3##Passionnant##Non#Non###28/03/2014 00:00:00###9782265002173#244
55#La séquence d'Ombre-Terre et du Val Bise Tome 1 : Terre natale#R.A. Salvatore#Fleuve noir#1994#Fantasy#Oui#1#Oui#Les royaumes oubliés#4##Passionnant##Non#Non###28/03/2014 00:00:00###9782265077249#248
56#La séquence d'Ombre-Terre et du Val Bise Tome 2 : Terre d'exil#R.A. Salvatore#Fleuve noir#1994#Fantasy#Oui#1#Oui#Les royaumes oubliés#5##Passionnant##Non#Non###28/03/2014 00:00:00###9782265002159#245
57#La séquence d'Ombre-Terre et du Val Bise Tome 3 : Terre promise#R.A. Salvatore#Fleuve noir#1994#Fantasy#Oui#1#Oui#Les royaumes oubliés#6##Passionnant##Non#Non###28/03/2014 00:00:00###9782265002142#244
58#La trilogie des héros de Phlan, tome 1 : La fontaine de lumière#James M. Ward#Fleuve noir#1994#Fantasy#Oui#1#Oui#Les royaumes oubliés#7##Très bien##Non#Non###28/03/2014 00:00:00###9782265002135#247
59#La trilogie des héros de Phlan, tome 2 : Les fontaines de ténèbres#James M. Ward#Fleuve noir#1994#Fantasy#Oui#1#Oui#Les royaumes oubliés#8##Très bien##Non#Non###28/03/2014 00:00:00###9782265002128#248
60#La séquence des héros de Phlan Tome 3 : La Fontaine de pénombre#A-K Brown#Fleuve noir#1994#Fantasy#Oui#1#Oui#Les royaumes oubliés#9##Très bien##Non#Non###28/03/2014 00:00:00###9782265002104#247
61#La séquence de Shandril Tome 1 : Magefeu#Ed Greenwood#Fleuve noir#1994#Fantasy#Oui#1#Oui#Les royaumes oubliés#10##Passionnant##Non#Non###28/03/2014 00:00:00###9782265002111#248
62#La Trilogie de la pierre du trouveur, tome 1 : Les Liens d'azur#Jeff Grubb#Fleuve Noir#1995#Fantasy#Oui#1#Oui#Les royaumes oubliés#11##Très bien##Non#Non###28/03/2014 00:00:00###978-2265054035#249
63#Eperon de Wiverne : Trilogie de la pierre de trouveur#Novak Grubb#Fleuve Noir#1995#Fantasy#Oui#1#Oui#Les royaumes oubliés#12##Très bien##Non#Non###28/03/2014 00:00:00###978-2265054165#246
64#La Trilogie de la pierre du trouveur, tome 3 : Le Chant des saurials#Jeff Grubb#Fleuve Noir#1995#Fantasy#Oui#1#Oui#Les royaumes oubliés#13##Très bien##Non#Non###28/03/2014 00:00:00###978-2265054172#250
65#La séquence de Shandril Tome 2 : La Couronne de feu#Ed Greenwood#Fleuve Noir#1995#Fantasy#Oui#1#Oui#Les royaumes oubliés#14##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265054189#248
66#La séquence d'Ombre-Terre et du Val Bise Tome 4 : L'Eclat de cristal#R.A. Salvatore#Fleuve Noir#1995#Fantasy#Oui#1#Oui#Les royaumes oubliés#15##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265054196#246
67#La séquence d'Ombre-Terre et du Val Bise Tome 5 : Les Torrents d'argent#R.A. Salvatore#Fleuve Noir#1995#Fantasy#Oui#1#Oui#Les royaumes oubliés#16##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265054202#248
68#La séquence d'Ombre-Terre et du Val Bise Tome 6 : Le Joyau du petit homme#R.A. Salvatore#Fleuve Noir#1995#Fantasy#Oui#1#Oui#Les royaumes oubliés#17##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265054219#243
69#La séquence d'Ombre-Terre et du Val Bise Tome 7 : Les Revenants du fond du gouffre#R.A. Salvatore#Fleuve Noir#1996#Fantasy#Oui#1#Oui#Les royaumes oubliés#18##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265058828#245
70#La séquence d'Ombre-Terre et du Val Bise Tome 8 : La nuit éteinte#R.A. Salvatore#Fleuve Noir#1996#Fantasy#Oui#1#Oui#Les royaumes oubliés#19##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265058811#247
71#La séquence d'Ombre-Terre et du Val Bise Tome 9 : Les Compagnons du renouveau#R.A. Salvatore#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#20##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265058804#250
72#Le prince des mensonges#James Lowder#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#21##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265058798#248
73#La pentalogie du clerc, tome 1 : Cantique#R.A. Salvatore#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#22##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265074378#243
74#La pentalogie du clerc, tome 2 : A l'Ombre des forêts#R.A. Salvatore#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#23##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265058774#246
75#La pentalogie du clerc, tome 3 : Les masques de la nuit#R.A. Salvatore#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#24##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265058767#245
76#La pentalogie du clerc, tome 4 : La forteresse dechue#R.A. Salvatore#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#25##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265062016#245
77#La pentalogie du clerc, tome 5 : Chaos cruel#R.A. Salvatore#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#26##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265062023#247
78#Elminster la jeunesse d'un mage#Greenwood ed#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#27##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265062139#247
79#Trilogie des Sélénae, tome 1 : Le Coureur des ténèbres#Niles Douglas#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#28##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265062108#246
80#Trilogie des Sélénae, tome 2 : Les Sorciers noirs#Niles Douglas#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#29##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265062115#245
81#Trilogie des Sélénae, tome 3 : La Source obscure#Douglas Niles#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#30##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265062122#243
82#Trilogie de la Terre des Druides : Le prophète des Sélénae#Douglas Niles#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#31##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265064652#256
83#Trilogie de la Terre des Druides : Le royaume de corail#Niles Douglas#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#32##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265064645#248
84#Trilogie de la Terre des Druides : La prêtresse devint reine#Douglas Niles#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#33##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265064638#245
85#La séquence des Avatars Tome 5 : Les Ombres de l'Apocalypse#Ed Greenwood#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#34##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265064621#247
86#Trilogie des Ombres, tome 2 : Le Manteau des ombres#Ed Greenwood#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#35##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265064614#256
87#Les royaumes oubliés, 36 : Et les ombres s'enfuirent#Ed Greenwood#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#36##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265064607#247
88#La séquence d'Ombre-Terre et du Val Bise Tome 10 : Vers la lumière#R.A. Salvatore#Fleuve Noir#1999#Fantasy#Oui#1#Oui#Les royaumes oubliés#37##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265065871#247
89#La séquence d'Ombre-Terre et du Val Bise Tome 11 : La Fille du sorcier drow#Elaine Cunningham#Fleuve Noir#1999#Fantasy#Oui#1#Oui#Les royaumes oubliés#38##Très bien##Non#Non###28/03/2014 00:00:00###978-2265065888#246
90#La séquence d'Ombre-Terre et du Val Bise Tome 12 : L'Etreinte de l'Araignée#Elaine Cunningham#Fleuve Noir#1999#Fantasy#Oui#1#Oui#Les royaumes oubliés#39##Très bien##Non#Non###28/03/2014 00:00:00###978-2265065895#243
91#La Séquence des Harpistes, tome 1 : La Mer assoifée#Troy Denning#Fleuve Noir#1999#Fantasy#Oui#1#Oui#Les royaumes oubliés#40##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265065901#246
92#La séquence des Ménestrels Tome 2 : L'Ombre de l'elfe#Elaine Cunningham#Fleuve Noir#1999#Fantasy#Oui#1#Oui#Les royaumes oubliés#41##Très bien##Non#Non###28/03/2014 00:00:00###978-2265065918#248
93#La séquence des harpistes, Magie rouge numéo 42#Jean rabe#Fleuve Noir#1999#Fantasy#Oui#1#Oui#Les royaumes oubliés#42##Très bien##Non#Non###28/03/2014 00:00:00###978-2265065925#249
94#La séquence d'Ombre-Terre et du Val Bise Tome 11 :  Retour à la clarté#R.A. Salvatore#Fleuve Noir#2003#Fantasy#Oui#1#Oui#Les royaumes oubliés#43##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265076372#252
95#La saga d'elminster 2 : Elminster à Myth Drannor#Ed Greenwood#Fleuve Noir#2004#Fantasy#Oui#1#Oui#Les royaumes oubliés#44##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265079731#
96#Eternelle rencontre, le berceau des elfes#Cunningham#Fleuve Noir#2000#Fantasy#Oui#1#Oui#Les royaumes oubliés#45##Très bien##Non#Non###28/03/2014 00:00:00###978-2265068919#252
97#Les Ménestrels, tome 1 : Les frères de la nuit#Scott Ciencin#Fleuve Noir#2000#Fantasy#Oui#1#Oui#Les royaumes oubliés#46##Très bien##Non#Non###28/03/2014 00:00:00###978-2265068926#256
98#Les Ménestrels, tome 2 : L'Anneau de l'hiver#James Lowder#Fleuve Noir#2000#Fantasy#Oui#1#Oui#Les royaumes oubliés#47##Très bien##Non#Non###28/03/2014 00:00:00###978-2265068933#256
99#La Crypte du Roi obscur#Mark Anthony#Fleuve Noir#2000#Fantasy#Oui#1#Oui#Les royaumes oubliés#48##Très bien##Non#Non###28/03/2014 00:00:00###978-2265068940#248
100#Histoires des sept soeurs#Ed Greenwood#Fleuve Noir#1999#Fantasy#Oui#1#Oui#Les royaumes oubliés#49##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265068896#254
101#La séquence des Ménestrels Tome 7 : Les soldats de glace#David Cook#Fleuve Noir#2001#Fantasy#Oui#1#Oui#Les royaumes oubliés#50##Très bien##Non#Non###28/03/2014 00:00:00###978-2265071018#250
102#La chanson de l'elfe#Elaine Cunningham#Fleuve Noir#2001#Fantasy#Oui#1#Oui#Les royaumes oubliés#51##Très bien##Non#Non###28/03/2014 00:00:00###978-2265071001#254
103#Mascarades#Kate Novak#Fleuve Noir#2001#Fantasy#Oui#1#Oui#Les royaumes oubliés#52##Très bien##Non#Non###28/03/2014 00:00:00###978-2265070998#252
104#La Trilogie des Mystères Tome 1 : Meurtre au Cormyr#Chet Williamson#Fleuve Noir#2001#Fantasy#Oui#1#Oui#Les royaumes oubliés#53##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265070967#250
105#La Trilogie des mystère, tome 3 : Assassinat à Halruaa#Richard-S Meyers#Fleuve Noir#2001#Fantasy#Oui#1#Oui#Les royaumes oubliés#54##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265070981#252
106#Le Chant et l'épée, tome 1 : Les larmes d'acier#Elaine Cunningham#Fleuve Noir#2002#Fantasy#Oui#1#Oui#Les royaumes oubliés#55##Très bien##Non#Non###28/03/2014 00:00:00###978-2265072855#253
107#Le Chant et l'épée, tome 2 : Le Sang des ménestrels#Elaine Cunningham#Fleuve Noir#2002#Fantasy#Oui#1#Oui#Les royaumes oubliés#56##Très bien##Non#Non###28/03/2014 00:00:00###978-2265072862#253
108#Le Chant et l'épée, tome 3 : Le Prix des rêves#Elaine Cunningham#Fleuve Noir#2002#Fantasy#Oui#1#Oui#Les royaumes oubliés#57##Très bien##Non#Non###28/03/2014 00:00:00###978-2265072848#251
109#Cormyr#Ed Greenwood#Fleuve Noir#2002#Fantasy#Oui#1#Oui#Les royaumes oubliés#58##Très bien##Non#Non###28/03/2014 00:00:00###978-2265072879#352
110#Les Empires perdus, tome 1 : La bibliothèque perdue de Cormanthyr#Mel Odom#Fleuve Noir#2002#Fantasy#Oui#1#Oui#Les royaumes oubliés#59##Très bien##Non#Non###28/03/2014 00:00:00###978-2265072893#256
111#Les Empires perdus, tome 2 : Cette beauté que la laideur nous cache#Troy Denning#Fleuve Noir#2002#Fantasy#Oui#1#Oui#Les royaumes oubliés#60####Non#Non###28/03/2014 00:00:00###978-2265072886#250
112#Les Empires perdus, tome 3 : L'Etoile de Cursrah#Clayton Emery#Fleuve Noir#2002#Fantasy#Oui#1#Oui#Les royaumes oubliés#61##Très bien##Non#Non###28/03/2014 00:00:00###978-2265073494#251
113#La Tueuse de mages#Elaine Cunningham#Fleuve Noir#2003#Fantasy#Oui#1#Oui#Les royaumes oubliés#62##Très bien##Non#Non###28/03/2014 00:00:00###978-2265075634#252
114#Les Chemins de la vengeance#Elaine Cunningham#Fleuve Noir#2003#Fantasy#Oui#1#Oui#Les royaumes oubliés#63##Très bien##Non#Non###28/03/2014 00:00:00###978-2265075665#253
115#La Guerre des sorciers#Elaine Cunningham#Fleuve Noir#2003#Fantasy#Oui#1#Oui#Les royaumes oubliés#64##Très bien##Non#Non###28/03/2014 00:00:00###978-2265075924#251
116#La séquence d'Ombre-Terre et du Val Bise Tome 12 : L'Épine dorsale du monde#R.A. Salvatore#Fleuve Noir#2003#Fantasy#Oui#1#Oui#Les royaumes oubliés#65##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265075733#299
117#Le Nid des corbeaux#Richard Baker#Fleuve Noir#2003#Fantasy#Oui#1#Oui#Les royaumes oubliés#66##Très bien##Non#Non###28/03/2014 00:00:00###978-2265075948#252
118#Les Cités intérieures, 67 : La colline du temple#Drew Karpyshyn#Fleuve Noir#2004#Fantasy#Oui#1#Oui#Les royaumes oubliés#67##Très bien##Non#Non###28/03/2014 00:00:00###978-2265075986#258
119#Le joyau du Turmish#Mel Odom#Fleuve Noir#2004#Fantasy#Oui#1#Oui#Les royaumes oubliés#68##Très bien##Non#Non###28/03/2014 00:00:00###978-2265076037#250
120#La séquence d'Elminster, Tome 3 : La Tentation d'Elminster#Ed Greenwood#Fleuve Noir#2001#Fantasy#Oui#1#Oui#Les royaumes oubliés#69##Très bien##Non#Non###28/03/2014 00:00:00###978-2265070943#246
121#Les Royaumes oubliés, volume 70 : L'Appel au meurtre#Troy Denning#Fleuve Noir#2004#Fantasy#Oui#1#Oui#Les royaumes oubliés#70##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265078239#316
122#Le Retour des Archimages, Tome 2 : Le Cri des Justes#Troy Denning#Fleuve Noir#2004#Fantasy#Oui#1#Oui#Les royaumes oubliés#71##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265078246#318
123#Le Retour des Archimages, Tome 3 : Le silence des innocents#Troy Denning#Fleuve Noir#2004#Fantasy#Oui#1#Oui#Les royaumes oubliés#72##Passionnant##Non#Non###28/03/2014 00:00:00###978-2265078253#316
124#Le masque de lumière#Elaine Cunningham#Fleuve Noir#2004#Fantasy#Oui#1#Oui#Les royaumes oubliés#73##Très bien##Non#Non###28/03/2014 00:00:00###978-2265078260#316
125#Double Diamant Tome 1 : Le Rapt#Robert King#Fleuve Noir#1997#Fantasy#Oui#1#Oui#Les royaumes oubliés#1##Très bien##Non#Non###29/03/2014 00:00:00###978-2265063471#89
126#Double Diamant Tome 2 : Les paladins#James M. Ward#Fleuve Noir#1997#Fantasy#Oui#1#Oui#Les royaumes oubliés#2##Très bien##Non#Non###29/03/2014 00:00:00###978-0786908653#96
127#Double Diamant Tome 3 : Les Mercenaires#Ed Greenwood#Fleuve Noir#1998#Fantasy#Oui#1#Oui#Les royaumes oubliés#3##Très bien##Non#Non###29/03/2014 00:00:00###978-2265063495#91
128#Double Diamant Tome 4 : Miséricorde !#Roger Moore#Fleuve Noir#1999#Fantasy#Oui#1#Oui#Les royaumes oubliés#4##Très bien##Non#Non###29/03/2014 00:00:00###978-2265063501#89
